Code Sex BirthYear DeathYear AgeAtDeath FemaleLBS FemaleLRS ShotOrNot Group Status DeathType MaleLBS animal LBS GGImm Imm Mother
DOR85 Male 1985 NA NA NA NA DeadNotShot 2 D NA 0 DOR85 0 0.5 loc YTA72
DORNY Female NA NA NA 1 0 DeadNotShot 2 D NA NA DORNY 1 1 Imm NA
DOT00 Female 2000 2001 0 0 0 DeadNotShot 1 D N NA DOT00 0 0.375 loc LPW93
DOT02 Female 2002 2014 11 4 1 DeadNotShot 1 D N NA DOT02 4 0.875 loc LPW93
DOT04 Male 2004 2005 0 NA NA DeadNotShot 1 D N 0 DOT04 0 0.75 loc LPW93
DOT97 Male 1997 1999 1 NA NA DeadNotShot 1 D N 0 DOT97 0 0.75 loc LPW93
DOW02 Male 2002 NA NA NA NA DeadNotShot 2 U NA 0 DOW02 0 0.15625 loc FEA95
DPU94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 7 DPU94 7 0.875 loc DBL89
DPU95 Male 1995 2004 9 NA NA Shot 3 D S 0 DPU95 0 0.5 loc DBL89
DPU96 Male 1996 NA NA NA NA DeadNotShot 2 D NA 0 DPU96 0 0.375 loc DBL89
DPU97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 0 DPU97 0 0.375 loc DBL89
DPU98 Male 1998 1998 0 NA NA Shot 3 D S 0 DPU98 0 0.375 loc DBL89
DRE12 Male 2012 NA NA NA NA Living 3 L NA 0 DRE12 0 0.6796875 loc PRC09
DRE14 Male 2014 NA NA NA NA Living 3 L NA 0 DRE14 0 0.71875 loc PRC09
DRE15 Male 2015 NA NA NA NA Living 3 L NA 0 DRE15 0 0.40625 loc PRC09
DRN00 Male 2000 NA NA NA NA DeadNotShot 2 D NA 0 DRN00 0 0.5 loc DORNY
DRP03 Female 2003 2003 0 0 0 DeadNotShot 1 D Q NA DRP03 0 0.8125 loc SAX99
DRP04 Female 2004 2005 1 0 0 Shot 3 D S NA DRP04 0 0.4375 loc SAX99
DRP05 Female 2005 2005 0 0 0 Shot 3 D S NA DRP05 0 0.609375 loc SAX99
DSA07 Male 2000 2007 7 NA NA DeadNotShot 1 D A 1 DSA07 1 0.65625 loc NA
DSA97 Male 1983 1997 13 NA NA DeadNotShot 1 D NA 1 DSA97 1 1 loc NA
DSA98 Male 1995 1998 2 NA NA DeadNotShot 1 D Q 0 DSA98 0 1 Imm NA
DSA99 Male NA 1999 NA NA NA DeadNotShot 1 D Q 1 DSA99 1 0.625 loc NA
DTN04 Female 2004 2009 5 2 2 Shot 3 D S NA DTN04 2 0.5 loc TRT00
DTN06 Male 2006 2006 0 NA NA DeadNotShot 1 D Q 0 DTN06 0 0.84375 loc TRT00
DUB06 Male 2006 2006 0 NA NA DeadNotShot 1 D Q 0 DUB06 0 0.296875 loc STI02
DUB08 Male 2008 NA NA NA NA Living 3 L NA 0 DUB08 0 0.640625 loc STI02
DUB09 Male 2009 NA NA NA NA Living 3 L NA 2 DUB09 2 0.609375 loc STI02
DUB11 Female 2011 NA NA 1 0 Living 3 L NA NA DUB11 1 0.5 loc STI02
DUB12 Male 2012 2013 0 NA NA Shot 3 D S 0 DUB12 0 0.40625 loc STI02
DUB13 Female 2013 2016 3 0 0 Shot 3 D S NA DUB13 0 0.53125 loc STI02
DUB14 Female 2014 NA NA 0 0 Living 3 L NA NA DUB14 0 0.703125 loc STI02
DUB15 Female 2015 NA NA 0 0 Living 3 L NA NA DUB15 0 0.703125 loc STI02
DUB16 Female 2016 NA NA 0 0 Living 3 L NA NA DUB16 0 0.203125 loc STI02
DUI87 Male 1987 1995 8 NA NA Shot 3 D S 0 DUI87 0 0 loc DOR82
DUI89 Female 1989 1992 3 0 0 Shot 3 D S NA DUI89 0 0 loc DOR82
DUI91 Female 1991 1991 0 0 0 Shot 3 D S NA DUI91 0 0 loc DOR82
DUMPY Male 1995 NA NA NA NA DeadNotShot 2 D NA 0 DUMPY 0 1 Imm NA
DUN87 Male 1987 1988 0 NA NA DeadNotShot 1 D N 0 DUN87 0 0.6875 loc WHA83
DUN89 Male 1989 2002 12 NA NA DeadNotShot 1 D N 2 DUN89 2 0.4375 loc WHA83
DUN91 Female 1991 1993 1 0 0 DeadNotShot 1 D N NA DUN91 0 0.4375 loc WHA83
DUN93 Female 1993 1994 0 0 0 DeadNotShot 1 D N NA DUN93 0 0.5625 loc WHA83
DUN94 Female 1994 1995 0 0 0 DeadNotShot 1 D N NA DUN94 0 0.4375 loc WHA83
DUNOS Male 1979 NA NA NA NA DeadNotShot 2 D NA 0 DUNOS 0 1 Imm NA
DUNST Male 1986 1998 12 NA NA DeadNotShot 1 D Q 3 DUNST 3 1 Imm NA
EBO87 Female 1987 1987 0 0 0 DeadNotShot 1 D Q NA EBO87 0 0.6875 loc PET83
EBO88 Male 1988 1989 1 NA NA DeadNotShot 1 D N 0 EBO88 0 0.6875 loc PET83
EBO90 Female 1990 2004 13 7 2 DeadNotShot 1 D N NA EBO90 7 0.5625 loc PET83
EBO92 Female 1992 1993 0 0 0 DeadNotShot 1 D N NA EBO92 0 0.4375 loc PET83
ECL87 Male 1987 NA NA NA NA DeadNotShot 2 D NA 0 ECL87 0 0.375 loc WAN83
EDA09 Male 2009 2010 0 NA NA DeadNotShot 1 D N 0 EDA09 0 0.3828125 loc CHD05
EDA10 Female 2010 2010 0 0 0 DeadNotShot 1 D Q NA EDA10 0 0.671875 loc CHD05
EDA13 Male 2013 2013 0 NA NA DeadNotShot 1 D A 0 EDA13 0 0.3984375 loc CHD05
EDA14 Female 2014 2015 1 0 0 DeadNotShot 1 D N NA EDA14 0 0.3984375 loc CHD05
EDA15 Male 2015 NA NA NA NA Living 3 L NA 0 EDA15 0 0.6328125 loc CHD05
EDA16 Male 2016 2017 0 NA NA DeadNotShot 1 D N 0 EDA16 0 0.390625 loc CHD05
EDD13 Female 2013 NA NA 0 0 Living 3 L NA NA EDD13 0 0.375 loc RUF09
EDD14 Male 2014 NA NA NA NA Living 3 L NA 0 EDD14 0 0.609375 loc RUF09
EDD15 Male 2015 NA NA NA NA Living 3 L NA 0 EDD15 0 0.234375 loc RUF09
EDD16 Male 2016 NA NA NA NA Living 3 L NA 0 EDD16 0 0.390625 loc RUF09
EGR88 Male 1988 NA NA NA NA DeadNotShot 2 D NA 13 EGR88 13 0.3125 loc IBI84
EGR90 Male 1990 1990 0 NA NA DeadNotShot 1 D Q 0 EGR90 0 0.1875 loc IBI84
EGR91 Female 1991 2005 13 7 4 DeadNotShot 1 D N NA EGR91 7 0.5625 loc IBI84
EGR93 Male 1993 2006 12 NA NA DeadNotShot 1 D N 7 EGR93 7 0.5625 loc IBI84
EGR94 Male 1994 1995 0 NA NA DeadNotShot 1 D N 0 EGR94 0 0.4375 loc IBI84
EGR95 Male 1995 2008 12 NA NA Shot 3 D S 4 EGR95 4 0.1875 loc IBI84
EGR96 Female 1996 2002 5 2 0 DeadNotShot 1 D Q NA EGR96 2 0.0625 loc IBI84
EID01 Male 2001 2010 8 NA NA DeadNotShot 1 D N 12 EID01 12 0.3125 loc MAL93
EID03 Female 2003 NA NA 6 1 Living 3 L NA NA EID03 6 0.8125 loc MAL93
EID05 Female 2005 2007 1 0 0 DeadNotShot 1 D N NA EID05 0 0.3125 loc MAL93
EID07 Female 2007 2008 0 0 0 DeadNotShot 1 D N NA EID07 0 0.71875 loc MAL93
EID09 Male 2009 2010 0 NA NA DeadNotShot 1 D N 0 EID09 0 0.375 loc MAL93
EID97 Female 1997 1999 1 0 0 DeadNotShot 1 D N NA EID97 0 0.5625 loc MAL93
EIF81 Female 1981 1993 11 5 4 DeadNotShot 1 D N NA EIF81 5 0.0625 loc COT78
EKA15 Male 2015 NA NA NA NA Living 3 L NA 0 EKA15 0 0.578125 loc MEE11
ELA15 Male 2015 2017 1 NA NA DeadNotShot 1 D N 0 ELA15 0 0.7734375 loc ARA11
ELECT Male 1967 NA NA NA NA DeadNotShot 2 D NA 0 ELECT 0 0 base NA
ELF83 Male 1983 1983 0 NA NA DeadNotShot 1 D B 0 ELF83 0 0.0625 loc CLC78
ELF84 Male 1984 1984 0 NA NA DeadNotShot 3 F B 0 ELF84 0 0.0625 loc CLC78
ELG66 Female 1966 1978 12 6 4 Shot 3 D S NA ELG66 6 0 base NA
ELG68 Female 1968 1982 13 8 5 DeadNotShot 1 D N NA ELG68 8 0 loc ELGRE
ELG71 Female 1971 1983 11 7 4 DeadNotShot 1 D N NA ELG71 7 0 loc ELGRE
ELGRE Female 1959 1973 14 5 2 DeadNotShot 1 D N NA ELGRE 5 0 base NA
ELSIV Male 1968 1979 10 NA NA DeadNotShot 1 D N 2 ELSIV 2 0 base NA
EMB08 Female 2008 2013 5 1 0 Shot 3 D S NA EMB08 1 0.6796875 loc CND04
EMB10 Male 2010 2013 3 NA NA Shot 3 D S 0 EMB10 0 0.7734375 loc CND04
EMB12 Female 2012 NA NA 2 0 Living 3 L NA NA EMB12 2 0.7109375 loc CND04
EMB13 Female 2013 2013 0 0 0 DeadNotShot 1 D N NA EMB13 0 0.8671875 loc CND04
EMB14 Male 2014 NA NA NA NA Living 3 L NA 0 EMB14 0 0.52734375 loc CND04
EMB15 Male 2015 2015 0 NA NA DeadNotShot 3 F NA 0 EMB15 0 0.8671875 loc CND04
EMU15 Male 2015 2016 0 NA NA DeadNotShot 1 D N 0 EMU15 0 0.5234375 loc LYR12
EMU16 Male 2016 NA NA NA NA Living 3 L NA 0 EMU16 0 0.7421875 loc LYR12
ENGLE Male 2001 2009 7 NA NA DeadNotShot 1 D Q 0 ENGLE 0 1 Imm NA
ENOCH Male 1969 NA NA NA NA DeadNotShot 2 D NA 0 ENOCH 0 0 base NA
EOL84 Female 1984 NA NA 0 0 DeadNotShot 2 D NA NA EOL84 0 0.125 loc CAN80
EOL86 Female 1986 1992 6 2 0 DeadNotShot 1 D Q NA EOL86 2 0.375 loc CAN80
EOL88 Female 1988 1988 0 0 0 DeadNotShot 1 D D NA EOL88 0 0.125 loc CAN80
EOL89 Female 1989 NA NA 1 0 DeadNotShot 2 D NA NA EOL89 1 0.125 loc CAN80
EOL91 Male 1991 1991 0 NA NA DeadNotShot 1 D Q 0 EOL91 0 0.125 loc CAN80
EQU92 Female 1992 1993 0 0 0 DeadNotShot 1 D N NA EQU92 0 0.5625 loc INI87
ERICC Male 2012 NA NA NA NA Living 3 L NA 0 ERICC 0 1 Imm NA
ESP05 Female 2005 2005 0 0 0 DeadNotShot 1 D Q NA ESP05 0 0.921875 loc LTE02
ETHEL Male 1964 1979 14 NA NA DeadNotShot 1 D Q 3 ETHEL 3 0 base NA
ETN00 Male 2000 NA NA NA NA DeadNotShot 2 D NA 0 ETN00 0 0.15625 loc ALD94
ETN01 Male 2001 2003 2 NA NA Shot 3 D S 0 ETN01 0 0.65625 loc ALD94
ETN03 Male 2003 2005 2 NA NA Shot 3 D S 0 ETN03 0 0.3125 loc ALD94
ETN04 Male 2004 NA NA NA NA Living 3 L NA 5 ETN04 5 0.546875 loc ALD94
ETN97 Male 1997 1999 2 NA NA Shot 3 D S 0 ETN97 0 0.34375 loc ALD94
EXO85 Male 1985 1985 0 NA NA DeadNotShot 3 F B 0 EXO85 0 0.125 loc AVO82
EXTRA Male 1959 NA NA NA NA DeadNotShot 2 D NA 0 EXTRA 0 0 base NA
FAD89 Female 1989 NA NA 0 0 DeadNotShot 2 D NA NA FAD89 0 0 loc CRK83
FAG77 Male 1977 1978 0 NA NA DeadNotShot 1 D N 0 FAG77 0 0 loc CHE73
FAG79 Female 1979 1989 9 4 4 DeadNotShot 1 D N NA FAG79 4 0.25 loc CHE73
FAG81 Female 1981 1982 0 0 0 DeadNotShot 1 D N NA FAG81 0 0 loc CHE73
FAISA Male 1957 NA NA NA NA DeadNotShot 2 D NA 13 FAISA 13 0 base NA
FAL01 Female 2001 NA NA 4 2 DeadNotShot 2 U NA NA FAL01 4 0.1875 loc CHP94
FAL03 Female 2003 2009 6 1 0 Shot 3 D S NA FAL03 1 0.5 loc CHP94
FAL99 Female 1999 2009 10 6 2 Shot 3 D S NA FAL99 6 0.3125 loc CHP94
FAMIL Male 1970 1977 7 NA NA Shot 3 D S 0 FAMIL 0 1 Imm NA
FAN83 Female 1983 1984 0 0 0 DeadNotShot 1 D N NA FAN83 0 0.375 loc COL80
FAN85 Male 1985 2000 14 NA NA DeadNotShot 1 D N 5 FAN85 5 0.375 loc COL80
FAN86 Female 1986 1987 0 0 0 DeadNotShot 1 D N NA FAN86 0 0.625 loc COL80
FAN87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 FAN87 0 0.625 loc COL80
FAN88 Female 1988 2000 11 6 5 DeadNotShot 1 D N NA FAN88 6 0.75 loc COL80
FAN90 Female 1990 2008 17 14 6 DeadNotShot 1 D N NA FAN90 14 0.875 loc COL80
FAN92 Male 1992 1992 0 NA NA DeadNotShot 1 D E 0 FAN92 0 0.625 loc COL80
FAN93 Female 1993 2005 12 6 0 DeadNotShot 1 D N NA FAN93 6 0.875 loc COL80
FAN94 Female 1994 1994 0 0 0 DeadNotShot 1 D W NA FAN94 0 0.625 loc COL80
FAN95 Male 1995 1995 0 NA NA DeadNotShot 1 D Q 0 FAN95 0 0.625 loc COL80
FAN96 Female 1996 1996 0 0 0 DeadNotShot 1 D Q NA FAN96 0 0.5 loc COL80
FANCY Male 1962 NA NA NA NA DeadNotShot 2 D NA 0 FANCY 0 0 base NA
FANKS Male NA NA NA NA NA DeadNotShot 2 D NA 0 FANKS 0 1 Imm NA
FANKY Male 2008 NA NA NA NA DeadNotShot 2 U NA 0 FANKY 0 1 Imm NA
FDL00 Female 2000 2015 14 8 4 DeadNotShot 1 D N NA FDL00 8 0.25 loc VIO89
FDL03 Female 2003 2016 13 5 3 DeadNotShot 1 D N NA FDL03 5 0.5625 loc VIO89
FDL06 Male 2006 NA NA NA NA Living 3 L NA 0 FDL06 0 0.28125 loc VIO89
FDL93 Female 1993 1995 1 0 0 DeadNotShot 1 D N NA FDL93 0 0.1875 loc VIO89
FDL94 Female 1994 2004 9 3 1 Shot 3 D S NA FDL94 3 0.5625 loc VIO89
FDL96 Female 1996 2004 7 2 0 DeadNotShot 1 D N NA FDL96 2 0.1875 loc VIO89
FDL97 Male 1997 NA NA NA NA DeadNotShot 2 D NA 1 FDL97 1 0.5625 loc VIO89
FDL99 Female 1999 2016 16 9 6 DeadNotShot 1 D N NA FDL99 9 0.5625 loc VIO89
FEA85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 FEA85 0 0.25 loc PLO82
FEA87 Female 1987 NA NA 9 2 DeadNotShot 2 D NA NA FEA87 9 0.5 loc PLO82
FEA88 Female 1988 1989 0 0 0 DeadNotShot 1 D N NA FEA88 0 0.625 loc PLO82
FEA89 Female 1989 1990 0 0 0 DeadNotShot 1 D N NA FEA89 0 0.5 loc PLO82
FEA90 Male 1990 1996 6 NA NA Shot 3 D S 1 FEA90 1 0.5 loc PLO82
FEA91 Female 1991 1992 0 0 0 DeadNotShot 1 D N NA FEA91 0 0.5 loc PLO82
FEA92 Male 1992 NA NA NA NA DeadNotShot 2 D NA 0 FEA92 0 0.5 loc PLO82
FEA93 Male 1993 1998 4 NA NA DeadNotShot 1 D A 0 FEA93 0 0.25 loc PLO82
FEA94 Female 1994 2002 8 2 0 DeadNotShot 1 D A NA FEA94 2 0.375 loc PLO82
FEA95 Female 1995 2002 7 3 1 DeadNotShot 1 D Q NA FEA95 3 0.3125 loc PLO82
FEA96 Male 1996 1996 0 NA NA DeadNotShot 1 D A 0 FEA96 0 0.625 loc PLO82
FEA97 Female 1997 1999 1 0 0 DeadNotShot 1 D N NA FEA97 0 0.3125 loc PLO82
FEA98 Male 1998 1998 0 NA NA DeadNotShot 1 D Q 0 FEA98 0 0.40625 loc PLO82
FEE70 Male 1970 1975 5 NA NA Shot 3 D S 0 FEE70 0 0 loc FEEDE
FEE71 Female 1971 1983 11 6 4 DeadNotShot 1 D N NA FEE71 6 0 loc FEEDE
FEE72 Male 1972 1976 4 NA NA Shot 3 D S 0 FEE72 0 0 loc FEEDE
FEE73 Male 1973 1983 9 NA NA DeadNotShot 1 D N 2 FEE73 2 0 loc FEEDE
FEE74 Female 1974 1975 0 0 0 DeadNotShot 1 D N NA FEE74 0 0 loc FEEDE
FEE75 Female 1975 1981 5 2 0 DeadNotShot 1 D N NA FEE75 2 0 loc FEEDE
FEEDE Female 1966 1976 9 6 5 DeadNotShot 1 D N NA FEEDE 6 0 base NA
FEN86 Male 1986 1992 6 NA NA Shot 3 D S 0 FEN86 0 0.25 loc RED82
FEN89 Female 1989 1999 10 6 5 Shot 3 D S NA FEN89 6 0.75 loc RED82
FEN90 Female 1990 2003 12 7 2 DeadNotShot 1 D Q NA FEN90 7 0.75 loc RED82
FEN91 Male 1991 1997 6 NA NA Shot 3 D S 1 FEN91 1 0.5 loc RED82
FEN92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 FEN92 0 0.75 loc RED82
FERDI Male 1966 1980 13 NA NA DeadNotShot 1 D N 0 FERDI 0 0 base NA
FERGU Male 1991 NA NA NA NA DeadNotShot 2 D NA 0 FERGU 0 1 Imm NA
FHUAR Male 1993 NA NA NA NA DeadNotShot 2 D NA 0 FHUAR 0 1 Imm NA
FIB12 Male 2012 2013 1 NA NA Shot 3 D S 0 FIB12 0 0.625 loc FMR06
FIB13 Female 2013 2013 0 0 0 Shot 3 D S NA FIB13 0 0.53125 loc FMR06
FID82 Female 1982 1983 0 0 0 DeadNotShot 1 D N NA FID82 0 0.25 loc VER78
FID83 Female 1983 1984 0 0 0 DeadNotShot 1 D N NA FID83 0 0.375 loc VER78
FID84 Male 1984 1986 1 NA NA DeadNotShot 1 D N 0 FID84 0 0.25 loc VER78
FID85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 FID85 0 0.5 loc VER78
FID86 Female 1986 1993 6 1 0 DeadNotShot 1 D N NA FID86 1 0.375 loc VER78
FID87 Male 1987 1988 0 NA NA DeadNotShot 1 D N 0 FID87 0 0.375 loc VER78
FID88 Male 1988 1989 0 NA NA DeadNotShot 1 D N 0 FID88 0 0.75 loc VER78
FID89 Female 1989 1990 0 0 0 DeadNotShot 1 D N NA FID89 0 0.75 loc VER78
FID90 Female 1990 1991 0 0 0 DeadNotShot 1 D N NA FID90 0 0.625 loc VER78
FIE87 Female 1987 1989 1 0 0 DeadNotShot 1 D N NA FIE87 0 0.8125 loc SIE82
FIE90 Female 1990 1991 1 0 0 DeadNotShot 1 D N NA FIE90 0 0.6875 loc SIE82
FIE92 Male 1992 1993 0 NA NA DeadNotShot 1 D N 0 FIE92 0 0.8125 loc SIE82
FIERC Male 1968 NA NA NA NA DeadNotShot 2 D NA 0 FIERC 0 0 base NA
FIJ98 Female 1998 1999 0 0 0 DeadNotShot 1 D N NA FIJ98 0 0.34375 loc ALD95
FIL86 Male 1986 1997 11 NA NA DeadNotShot 1 D Q 14 FIL86 14 0.03125 loc EIF81
FIL88 Male 1988 NA NA NA NA DeadNotShot 2 D NA 0 FIL88 0 0.03125 loc EIF81
FIL90 Female 1990 1996 6 4 2 Shot 3 D S NA FIL90 4 0.40625 loc EIF81
FIL92 Male 1992 1995 3 NA NA Shot 3 D S 0 FIL92 0 0.53125 loc EIF81
FIN93 Female 1993 2001 8 3 1 Shot 3 D S NA FIN93 3 0.375 loc FEN89
FIN94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 FIN94 0 0.375 loc FEN89
FIN95 Male 1995 NA NA NA NA DeadNotShot 2 D NA 1 FIN95 1 0.875 loc FEN89
FIN96 Male 1996 NA NA NA NA DeadNotShot 2 D NA 0 FIN96 0 0.375 loc FEN89
FIN97 Female 1997 1999 2 0 0 Shot 3 D S NA FIN97 0 0.875 loc FEN89
FINGA Male 1966 1978 11 NA NA DeadNotShot 1 D A 1 FINGA 1 0 base NA
FIR74 Male 1974 1974 0 NA NA DeadNotShot 1 D B 0 FIR74 0 0 loc BUL70
FIR75 Male 1975 1988 12 NA NA DeadNotShot 1 D N 0 FIR75 0 0 loc BUL70
FIR76 Male 1976 1976 0 NA NA DeadNotShot 1 D Q 0 FIR76 0 0 loc BUL70
FIR77 Male 1977 1979 1 NA NA DeadNotShot 1 D N 0 FIR77 0 0 loc BUL70
FIR78 Male 1978 1978 0 NA NA DeadNotShot 1 D D 0 FIR78 0 0 loc BUL70
FIR79 Male 1979 1980 0 NA NA DeadNotShot 1 D Q 0 FIR79 0 0 loc BUL70
FIR81 Male 1981 1982 0 NA NA DeadNotShot 1 D N 0 FIR81 0 0 loc BUL70
FIR83 Male 1983 1984 0 NA NA DeadNotShot 1 D N 0 FIR83 0 0 loc BUL70
FIS85 Male 1985 1986 0 NA NA DeadNotShot 1 D N 0 FIS85 0 0.5 loc CRA81
FLA83 Male 1983 NA NA NA NA DeadNotShot 2 D NA 0 FLA83 0 0.5 loc UPT79
FLA85 Female 1985 1992 7 3 2 Shot 3 D S NA FLA85 3 0.25 loc UPT79
FLA87 Male 1987 1989 1 NA NA DeadNotShot 1 D N 0 FLA87 0 0.75 loc UPT79
FLA88 Male 1988 NA NA NA NA DeadNotShot 2 D NA 0 FLA88 0 0.25 loc UPT79
FLA90 Male 1990 1998 8 NA NA Shot 3 D S 1 FLA90 1 0.75 loc UPT79
FLA91 Male 1991 1993 1 NA NA DeadNotShot 1 D N 0 FLA91 0 0.5 loc UPT79
FLA93 Male 1993 2008 14 NA NA DeadNotShot 1 D NA 2 FLA93 2 0.5 loc UPT79
FLG00 Male 2000 2015 14 NA NA DeadNotShot 1 D Q 26 FLG00 26 0.1875 loc ANK90
FLG95 Male 1995 1995 0 NA NA DeadNotShot 1 D B 0 FLG95 0 0.4375 loc ANK90
FLG97 Female 1997 2000 3 0 0 DeadNotShot 1 D Q NA FLG97 0 0.1875 loc ANK90
FLG98 Female 1998 2014 15 8 0 DeadNotShot 1 D N NA FLG98 8 0.4375 loc ANK90
FLICK Male 1970 NA NA NA NA DeadNotShot 2 D NA 0 FLICK 0 1 Imm NA
FLIGH Male 1990 NA NA NA NA DeadNotShot 2 D NA 0 FLIGH 0 1 Imm NA
FLINT Male 1976 1988 11 NA NA DeadNotShot 1 D N 6 FLINT 6 1 Imm NA
FLM15 Male 2015 NA NA NA NA Living 3 L NA 0 FLM15 0 0.56640625 loc EMB12
FLM16 Male 2016 NA NA NA NA Living 3 L NA 0 FLM16 0 0.35546875 loc EMB12
FLT10 Male 2010 NA NA NA NA Living 3 L NA 0 FLT10 0 0.109375 loc BEA05
FLT12 Male 2012 NA NA NA NA Living 3 L NA 0 FLT12 0 0.109375 loc BEA05
FLU10 Male 2010 2011 0 NA NA DeadNotShot 1 D N 0 FLU10 0 0.640625 loc PCO06
FLU13 Female 2013 2014 1 0 0 Shot 3 D S NA FLU13 0 0.625 loc PCO06
FLU14 Female 2014 2014 0 0 0 DeadNotShot 1 D D NA FLU14 0 0.6015625 loc PCO06
FLU15 Male 2015 2015 0 NA NA DeadNotShot 1 D D 0 FLU15 0 0.828125 loc PCO06
FLY78 Male 1978 1979 0 NA NA DeadNotShot 1 D N 0 FLY78 0 0.25 loc LTF74
FLY80 Male 1980 1980 0 NA NA DeadNotShot 1 D N 0 FLY80 0 0.25 loc LTF74
FLY82 Female 1982 1982 0 0 0 DeadNotShot 1 D D NA FLY82 0 0.25 loc LTF74
FLY83 Female 1983 1984 0 0 0 DeadNotShot 1 D N NA FLY83 0 0.5 loc LTF74
FLY86 Male 1986 2000 13 NA NA DeadNotShot 1 D N 10 FLY86 10 0.75 loc LTF74
FMR04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA FMR04 0 0.40625 loc HOL00
FMR06 Female 2006 2013 7 2 0 Shot 3 D S NA FMR06 2 0.25 loc HOL00
FMR08 Female 2008 2009 0 0 0 DeadNotShot 1 D N NA FMR08 0 0.5 loc HOL00
FMR09 Male 2009 2010 1 NA NA DeadNotShot 1 D N 0 FMR09 0 0.25 loc HOL00
FNY01 Female 2001 2001 0 0 0 DeadNotShot 1 D A NA FNY01 0 0.296875 loc FOP97
FOL75 Male 1975 1982 7 NA NA DeadNotShot 1 D A 0 FOL75 0 0 loc MOD72
FOL77 Male 1977 1989 11 NA NA DeadNotShot 1 D N 3 FOL77 3 0 loc MOD72
FOL80 Female 1980 1980 0 0 0 DeadNotShot 1 D A NA FOL80 0 0 loc MOD72
FOL81 Male 1981 1989 8 NA NA DeadNotShot 1 D N 0 FOL81 0 0 loc MOD72
FOL83 Female 1983 1985 1 0 0 DeadNotShot 1 D N NA FOL83 0 0.5 loc MOD72
FOL84 Male 1984 1997 12 NA NA DeadNotShot 1 D N 10 FOL84 10 0.25 loc MOD72
FOL86 Male 1986 1987 0 NA NA DeadNotShot 1 D N 0 FOL86 0 0.25 loc MOD72
FOL88 Male 1988 1989 0 NA NA DeadNotShot 1 D N 0 FOL88 0 0.25 loc MOD72
FOP01 Male 2001 2002 0 NA NA DeadNotShot 1 D N 0 FOP01 0 0.375 loc DAN90
FOP03 Female 2003 2005 1 0 0 DeadNotShot 1 D N NA FOP03 0 0.46875 loc DAN90
FOP05 Female 2005 2005 0 0 0 DeadNotShot 3 F NA NA FOP05 0 0.5625 loc DAN90
FOP94 Male 1994 1995 0 NA NA DeadNotShot 1 D N 0 FOP94 0 0.40625 loc DAN90
FOP96 Male 1996 1997 0 NA NA DeadNotShot 1 D N 0 FOP96 0 0.21875 loc DAN90
FOP97 Female 1997 2002 5 1 0 DeadNotShot 1 D N NA FOP97 1 0.28125 loc DAN90
FOP98 Male 1998 1999 0 NA NA DeadNotShot 1 D N 0 FOP98 0 0.53125 loc DAN90
FOP99 Female 1999 2000 0 0 0 DeadNotShot 1 D N NA FOP99 0 0.3125 loc DAN90
FORCE Male 1972 NA NA NA NA DeadNotShot 2 D NA 0 FORCE 0 1 Imm NA
FORKT Male 1969 NA NA NA NA DeadNotShot 2 D NA 0 FORKT 0 0 base NA
FORTS Male 1979 NA NA NA NA DeadNotShot 2 D NA 5 FORTS 5 0.75 loc NA
FOSSI Female 1981 NA NA 0 0 DeadNotShot 2 D NA NA FOSSI 0 1 Imm NA
FOU00 Male 2000 2000 0 NA NA DeadNotShot 1 D B 0 FOU00 0 0.6875 loc SUL90
FOU01 Female 2001 2002 0 0 0 DeadNotShot 1 D N NA FOU01 0 0.3125 loc SUL90
FOU03 Female 2003 2004 0 0 0 DeadNotShot 1 D N NA FOU03 0 0.5 loc SUL90
FOU06 Female 2006 2006 0 0 0 DeadNotShot 1 D Q NA FOU06 0 0.4375 loc SUL90
FOU07 Male 2007 2007 0 NA NA DeadNotShot 1 D Q 0 FOU07 0 0.4375 loc SUL90
FOU94 Male 1994 1994 0 NA NA DeadNotShot 1 D E 0 FOU94 0 0.1875 loc SUL90
FOU95 Female 1995 1995 0 0 0 DeadNotShot 1 D Q NA FOU95 0 0.203125 loc SUL90
FOU97 Male 1997 2001 4 NA NA Shot 3 D S 0 FOU97 0 0.5 loc SUL90
FOU99 Male 1999 2000 0 NA NA DeadNotShot 1 D N 0 FOU99 0 0.3125 loc SUL90
FRA00 Female 2000 2000 0 0 0 DeadNotShot 1 D Q NA FRA00 0 0.5 loc PEN90
FRA01 Male 2001 2001 0 NA NA DeadNotShot 1 D Q 0 FRA01 0 0.125 loc PEN90
FRA03 Female 2003 2003 0 0 0 DeadNotShot 1 D Q NA FRA03 0 0.3125 loc PEN90
FRA04 Female 2004 2005 0 0 0 DeadNotShot 1 D N NA FRA04 0 0.09375 loc PEN90
FRA94 Male 1994 NA NA NA NA DeadNotShot 2 D NA 0 FRA94 0 0.25 loc PEN90
FRA95 Male 1995 2001 6 NA NA DeadNotShot 1 D A 0 FRA95 0 0.5 loc PEN90
